"HH1","HH2","UF4","Index_Birth_Registered_R","Index_Disabled_Child_R","Index_Mother_Disabled_R","Birth_of_Child_not_wanted","Disability_Dummy_Ref","Religion_Belief_Dummy","Ethnic_Immigration_Dummy","Sex_Dummy","Sexual_Orientation_Dummy","Age_Dummy","Other_Reason_Dummy","level_of_education_mother_r","Mother_Health_Insurance","HouseHead_Religiosity_R","family_economic_status"
35,3,10,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1,1,NA
35,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
35,3,10,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1,1,NA
35,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
35,3,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
35,3,5,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
35,3,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
35,3,5,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
35,3,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
35,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
35,3,10,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1,1,NA
35,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
35,3,10,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1,1,NA
35,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
35,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
35,3,10,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1,1,NA
35,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
35,3,10,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1,1,NA
35,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
35,6,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,NA
35,8,2,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
35,8,2,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
35,9,2,1,0,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
35,9,2,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
36,10,3,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
36,10,3,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
36,14,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
36,14,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
36,20,3,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
36,20,3,1,0,1,NA,0,0,1,0,0,0,0,NA,NA,1,NA
36,7,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
36,8,9,1,NA,1,0,0,0,0,0,0,0,0,0,1,1,NA
36,8,9,1,NA,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
37,1,2,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,NA
37,1,2,1,NA,0,0,0,0,0,0,0,0,0,NA,1,1,NA
37,11,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
37,13,4,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
37,14,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,NA
37,14,3,1,NA,1,0,0,0,0,0,0,0,0,0,1,1,NA
37,16,4,1,NA,0,0,0,0,0,0,0,0,0,NA,1,1,NA
37,20,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
37,4,2,1,0,1,1,0,0,0,0,0,0,0,NA,1,1,NA
37,4,2,1,0,1,1,0,0,0,0,0,0,0,NA,1,1,NA
37,5,2,1,1,1,NA,0,0,0,0,0,0,0,0,1,1,NA
37,8,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
37,8,4,1,0,0,NA,0,0,0,0,0,0,0,1,1,1,NA
38,12,4,1,NA,0,0,0,0,0,0,0,0,0,NA,1,1,NA
38,12,4,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
38,12,4,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,NA
38,12,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
38,13,5,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,0
38,13,5,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,0
38,14,2,1,NA,1,1,0,0,0,0,0,0,0,NA,1,1,NA
38,14,2,1,0,1,1,0,0,0,0,0,0,0,NA,1,1,NA
38,16,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
38,16,2,1,0,0,1,0,0,0,0,0,0,0,NA,1,1,NA
38,16,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
38,16,2,1,0,0,1,0,0,0,0,0,0,0,NA,1,1,NA
38,16,8,1,NA,1,NA,0,0,0,0,0,0,0,0,1,1,NA
38,16,8,1,NA,1,1,0,0,0,0,0,0,0,NA,1,1,NA
38,16,8,1,NA,1,NA,0,0,0,0,0,0,0,0,1,1,NA
38,16,8,1,NA,1,1,0,0,0,0,0,0,0,NA,1,1,NA
38,17,2,1,NA,1,0,0,0,0,0,0,0,0,0,1,1,NA
38,18,4,1,NA,1,0,0,0,0,0,0,0,0,NA,1,1,NA
38,18,4,1,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA
38,19,1,1,1,1,1,0,0,0,0,0,0,0,NA,0,1,NA
38,19,1,1,NA,1,1,0,0,0,0,0,0,0,NA,0,1,NA
38,4,2,1,0,1,NA,0,0,0,0,0,0,0,1,1,1,1
38,6,4,1,0,1,0,0,0,0,0,0,0,0,0,1,1,NA
38,6,4,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
38,6,9,1,NA,1,0,0,0,0,0,0,0,0,0,1,1,NA
38,6,9,1,NA,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
38,8,4,1,NA,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
38,8,4,1,NA,1,0,0,0,1,1,0,0,0,NA,0,1,NA
39,14,4,1,NA,1,1,0,0,0,0,0,0,0,0,1,1,1
39,14,4,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
39,15,4,1,0,0,1,0,0,0,0,0,0,0,0,1,1,NA
39,15,4,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
39,15,4,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,NA
39,15,4,1,NA,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
39,18,5,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
39,18,5,1,NA,0,0,0,0,0,0,0,0,0,NA,1,1,NA
39,18,5,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
39,18,5,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,NA
39,3,11,1,NA,1,0,0,0,1,1,0,0,0,NA,1,1,NA
39,3,11,1,NA,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
39,3,11,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
39,3,11,1,NA,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
39,3,3,1,0,0,0,0,0,1,1,0,0,0,NA,1,1,NA
39,3,3,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
39,3,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
39,3,3,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
39,3,11,1,0,1,0,0,0,1,1,0,0,0,NA,1,1,NA
39,3,11,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
39,3,11,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
39,3,11,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
39,3,18,1,0,1,0,0,0,1,1,0,0,0,NA,1,1,NA
39,3,18,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
39,3,18,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
39,3,18,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
39,4,2,1,0,1,NA,0,1,1,1,0,0,0,0,1,1,NA
39,7,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,1
39,9,4,1,0,1,NA,0,0,0,0,0,0,0,NA,NA,1,1
39,9,4,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,1
4,11,2,1,1,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
4,14,2,1,NA,0,0,0,1,0,0,0,0,0,0,1,1,NA
4,18,2,1,0,1,NA,0,0,1,0,0,0,0,NA,1,1,NA
4,20,4,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
40,12,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
40,12,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
40,12,4,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,NA
40,12,4,1,1,0,NA,0,0,0,0,0,0,0,0,1,1,NA
40,12,4,1,1,0,NA,0,0,0,0,0,0,0,0,1,1,NA
40,12,4,1,1,0,0,0,0,0,0,0,0,0,NA,1,1,NA
40,12,10,1,0,NA,NA,0,0,0,0,0,0,0,0,1,1,NA
40,12,10,1,0,NA,NA,0,0,0,0,0,0,0,0,1,1,NA
40,12,10,1,0,NA,0,0,0,0,0,0,0,0,NA,1,1,NA
40,12,4,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
40,12,4,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
40,12,4,1,NA,0,0,0,0,0,0,0,0,0,NA,1,1,NA
40,15,6,1,NA,0,NA,0,0,0,0,0,0,0,1,1,1,NA
40,15,6,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
40,15,6,1,0,0,NA,0,0,0,0,0,0,0,1,1,1,NA
40,15,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
40,17,4,1,NA,NA,NA,0,0,0,0,0,0,0,NA,1,1,NA
40,17,4,1,NA,NA,0,0,0,0,0,0,0,0,0,1,1,NA
40,2,4,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
40,2,4,1,0,1,NA,0,1,0,0,0,0,0,0,1,1,1
40,2,4,1,0,1,NA,0,0,0,0,0,0,0,NA,NA,1,1
40,2,4,1,NA,1,0,0,0,0,0,0,0,0,0,1,1,1
40,2,4,1,NA,1,NA,0,1,0,0,0,0,0,0,1,1,1
40,2,4,1,NA,1,NA,0,0,0,0,0,0,0,NA,NA,1,1
40,21,2,1,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA
40,21,2,1,NA,1,0,0,0,0,0,0,0,0,NA,1,1,NA
40,3,2,1,NA,1,0,0,0,0,0,0,0,0,0,1,1,NA
40,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,NA
40,5,2,1,1,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
40,5,2,1,1,1,NA,0,0,0,0,0,0,0,0,1,1,NA
40,6,4,1,0,0,NA,0,1,0,1,0,1,0,1,1,1,1
40,6,4,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,1,1
40,6,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
40,7,4,1,NA,0,0,0,0,0,0,0,0,0,NA,1,1,NA
40,7,4,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
40,7,4,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,NA
40,7,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
40,9,2,1,NA,0,0,0,0,0,0,0,0,0,NA,1,1,NA
41,1,4,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
41,10,4,1,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA
41,10,4,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
41,10,4,1,0,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
41,10,4,1,NA,1,0,0,0,0,0,0,0,0,NA,1,1,NA
41,10,4,1,NA,1,NA,0,0,0,0,0,0,0,0,1,1,NA
41,10,4,1,NA,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
41,12,3,1,NA,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
41,12,3,1,NA,1,0,0,0,1,1,0,0,0,NA,1,1,NA
41,12,3,1,0,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
41,12,3,1,0,1,0,0,0,1,1,0,0,0,NA,1,1,NA
41,14,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
41,16,4,1,0,0,1,0,0,0,0,0,0,0,0,1,1,NA
41,16,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
41,16,4,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,NA
41,16,4,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
41,16,4,1,0,0,1,0,0,0,0,0,0,0,0,1,1,NA
41,16,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
41,17,2,1,NA,0,1,0,0,0,0,0,0,0,NA,1,1,1
41,17,2,1,1,0,1,0,0,0,0,0,0,0,NA,1,1,1
41,18,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
41,18,1,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,2
41,19,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
41,19,5,1,0,0,1,0,0,0,0,0,0,0,1,1,1,NA
41,19,5,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
41,19,5,1,NA,0,1,0,0,0,0,0,0,0,1,1,1,NA
41,19,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
41,19,3,1,0,NA,1,0,0,0,0,0,0,0,1,1,1,NA
41,19,5,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
41,19,5,1,NA,0,1,0,0,0,0,0,0,0,1,1,1,NA
41,7,2,1,NA,1,0,0,0,0,0,0,0,0,NA,1,1,NA
41,7,2,1,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA
41,8,4,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
41,8,4,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,NA
41,8,4,1,NA,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
41,8,4,1,NA,0,0,0,0,0,0,0,0,0,NA,1,1,NA
42,10,3,1,NA,0,0,0,0,0,0,0,0,0,NA,0,1,NA
42,10,3,1,NA,0,NA,0,1,0,1,0,0,0,NA,NA,1,NA
42,11,5,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,NA
42,11,5,1,NA,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
42,11,5,1,NA,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
42,11,5,1,0,0,1,0,0,0,0,0,0,0,0,1,1,NA
42,11,5,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
42,11,5,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
42,11,5,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,NA
42,11,5,1,NA,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
42,11,5,1,NA,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
42,11,5,1,0,0,1,0,0,0,0,0,0,0,0,1,1,NA
42,11,5,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
42,11,5,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
42,12,3,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
42,13,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,NA
42,13,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,NA
42,16,1,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,1
42,4,4,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,NA
42,4,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,NA
42,5,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
42,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
42,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
42,7,4,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,NA
42,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
42,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
42,7,4,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,NA
42,8,3,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
42,8,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
42,9,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,NA
42,9,1,1,NA,0,0,0,1,0,0,0,0,0,0,1,1,NA
43,11,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
43,11,2,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
43,13,4,1,NA,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
43,13,4,1,NA,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
43,13,4,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,NA
43,18,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
43,18,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
43,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
43,2,5,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,1
43,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
43,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
43,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
43,2,4,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,1
43,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
43,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
43,5,1,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
43,5,1,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
43,7,1,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,1
43,7,1,1,0,1,NA,0,0,0,0,0,0,0,NA,NA,1,1
44,1,1,1,0,1,NA,0,1,1,0,0,0,0,0,1,1,NA
44,12,4,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
44,12,4,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
44,13,1,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
44,14,2,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
44,14,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
44,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
44,17,2,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
44,18,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
44,3,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
44,5,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
44,7,2,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,NA
45,14,6,1,NA,NA,0,0,0,0,0,0,0,0,0,1,1,NA
45,14,6,1,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,NA
45,15,3,0,NA,0,1,0,0,0,0,0,0,0,NA,0,1,NA
45,19,2,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,NA
45,2,4,1,0,NA,NA,0,1,1,1,0,0,0,0,1,1,NA
45,20,1,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
45,20,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
45,3,3,1,0,0,NA,0,1,0,0,0,0,0,NA,0,1,NA
45,3,3,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
45,3,3,1,0,0,NA,0,1,0,0,0,0,0,NA,0,1,NA
45,3,3,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
46,17,5,1,0,0,0,1,1,1,1,0,1,0,0,1,1,NA
46,17,5,1,0,0,NA,0,1,0,0,0,0,0,NA,NA,1,NA
46,17,5,1,NA,0,0,1,1,1,1,0,1,0,0,1,1,NA
46,17,5,1,NA,0,NA,0,1,0,0,0,0,0,NA,NA,1,NA
46,3,2,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
46,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
46,3,2,1,NA,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
46,3,2,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
46,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
47,10,2,1,0,1,NA,0,0,0,0,0,0,0,0,0,1,NA
47,10,2,1,1,1,NA,0,0,0,0,0,0,0,0,0,1,NA
47,14,2,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
47,17,3,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
47,17,3,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
47,19,4,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
47,2,1,1,1,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
47,4,4,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2
47,4,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,2
47,4,4,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,2
47,4,4,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,2
47,7,2,1,NA,0,0,0,1,0,0,0,1,0,1,1,1,NA
47,7,2,1,NA,0,0,0,1,0,0,0,1,0,1,1,1,NA
47,8,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
47,9,4,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
48,13,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
48,14,9,1,NA,1,0,1,0,0,0,0,0,0,0,1,0,NA
48,14,9,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
48,14,9,1,NA,1,0,1,0,0,0,0,0,0,0,1,0,NA
48,14,9,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
48,14,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,NA
48,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
48,19,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
48,4,4,1,NA,0,NA,0,0,1,1,0,0,0,0,1,1,NA
48,4,4,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
48,6,2,1,1,1,NA,0,1,1,0,0,0,0,NA,NA,1,NA
48,6,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
48,6,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
48,6,2,1,1,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
48,6,8,NA,NA,NA,NA,0,1,1,0,0,0,0,NA,NA,1,NA
48,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
48,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
48,6,8,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1,1,NA
49,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
49,16,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
49,17,2,NA,NA,1,NA,0,0,0,0,0,0,0,0,1,0,1
49,19,2,1,NA,1,0,1,0,1,1,0,0,0,0,1,1,NA
49,3,2,1,0,0,NA,0,1,0,0,0,0,0,0,1,1,NA
49,3,2,1,NA,0,NA,0,1,0,0,0,0,0,0,1,1,NA
49,6,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
49,7,3,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,NA
5,10,4,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
5,10,4,1,0,1,NA,0,0,1,0,0,0,0,1,1,1,NA
5,12,2,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,NA
5,17,4,1,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA
5,17,4,1,NA,1,NA,0,0,1,1,0,0,0,0,1,1,NA
5,17,4,1,0,1,0,0,0,0,0,0,0,0,1,1,1,NA
5,17,4,1,0,1,NA,0,0,1,1,0,0,0,0,1,1,NA
5,19,2,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
5,20,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
5,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
5,6,4,1,0,1,NA,0,0,0,0,0,0,0,1,1,1,NA
5,7,4,1,NA,0,NA,0,0,1,1,0,0,0,NA,1,1,NA
5,7,4,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,NA
5,7,4,1,NA,0,NA,0,0,1,1,0,0,0,NA,1,1,NA
5,7,4,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,NA
5,8,2,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,NA
50,1,3,1,0,1,NA,0,0,1,0,0,0,0,0,1,1,NA
50,12,1,1,0,1,NA,0,1,0,0,0,1,0,0,0,1,NA
50,12,1,1,0,1,NA,0,1,0,0,0,1,0,0,0,1,NA
50,12,1,1,0,1,NA,0,1,0,0,0,1,0,0,0,1,NA
50,16,3,1,0,1,NA,0,0,0,0,0,0,0,1,1,1,NA
50,20,2,1,0,1,NA,0,0,0,0,0,0,0,0,0,1,NA
50,4,4,1,0,1,NA,0,1,1,0,0,0,0,NA,NA,1,NA
50,4,4,1,0,1,NA,0,0,1,1,0,0,0,NA,1,1,NA
50,6,2,1,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA
50,6,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,NA
50,8,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,NA
50,8,2,1,NA,1,0,0,0,0,0,0,0,0,0,1,1,NA
51,1,2,1,0,0,NA,0,0,0,0,0,0,0,1,1,1,2
51,1,2,1,0,0,NA,0,0,0,0,0,0,0,1,1,1,2
51,11,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,0,NA
51,18,4,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
51,18,4,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
51,18,4,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,NA
51,18,4,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
51,18,4,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
51,18,4,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,NA
52,15,1,1,0,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
52,15,1,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
52,21,2,1,0,0,1,0,1,0,0,0,0,0,NA,1,1,NA
